Show,Season,Name,Age,Hometown,Job,Eliminated
The Bachelorette,12,"Nicholas ""Nick"" Benvenutti",33,"Carthage, Illinois",Electrical Engineer,Week 3
The Bachelorette,12,Brandon Howell,28,"Marysville, Washington",Hipster,Week 2
The Bachelorette,12,James Spadafore,27,"Phoenix, Arizona",Bachelor Superfan,Week 2
The Bachelorette,12,"William ""Will"" Haduch",26,"Jersey City, New Jersey",Civil Engineer,Week 2
The Bachelorette,12,"Colin ""Coley"" Knust",27,"Chicago, Illinois",Real Estate Consultant,Week 1
The Bachelorette,12,Jake Patton,26,"Playa Vista, California",Landscape Architect,Week 1
The Bachelorette,12,Jonathan Hamilton,29,"Vancouver, British Columbia",Technical Sales Rep,Week 1
The Bachelorette,12,"Nicholas ""Nick"" Sharp",26,"San Francisco, California",Software Salesman,Week 1
The Bachelorette,12,Peter Medina,26,"Rockdale, Illinois",Staffing Agency Manager,Week 1
The Bachelorette,12,"Salvatore ""Sal"" DeJulio",28,"Hubbard, Ohio",Operations Manager,Week 1
The Bachelorette,13,Bryan Abasolo,37,"Miami, Florida",Chiropractor,Winner
The Bachelorette,13,Peter Kraus ,31,"Madison, Wisconsin",Business Owner,Runner-Up
The Bachelorette,13,Eric Bigger,29,"Baltimore, Maryland",Personal Trainer,Week 9
The Bachelorette,13,Dean Unglert,26,"Aspen, Colorado",Startup Recruiter,Week 8
The Bachelorette,13,Adam Gottschalk,27,"Dallas, Texas",Real Estate Agent,Week 7
The Bachelorette,13,"Matthew ""Matt"" Munson",32,"Meriden, Connecticut",Construction Sales Rep,Week 7
The Bachelorette,13,"Aleksandr ""Alex"" Bordyukov",28,"Grosse Pointe, Michigan",Information Systems Supervisor,Week 6
The Bachelorette,13,"William ""Will"" Gaskins",28,"White Plains, New York",Sales Manager,Week 6
The Bachelorette,13,Kenny Layne,35,"Orlando, Florida",Professional Wrestler,Week 6
The Bachelorette,13,Anthony Battle,26,"Chicago, Illinois",Education Software Manager,Week 5
The Bachelorette,13,Josiah Graham,28,"Plantation, Florida",Prosecuting Attorney,Week 5
The Bachelorette,13,Lee Garrett,30,"Jacksonville, Florida",Singer/Songwriter,Week 5
The Bachelorette,13,"Ignacio ""Iggy"" Rodriguez",30,"Pasadena, California",Consulting Firm CEO,Week 4
The Bachelorette,13,Jonathan Treece,31,"Paragould, Arkansas",Tickle Monster,Week 4
The Bachelorette,13,Jack Stone,32,"Dallas, Texas",Attorney,Week 4
The Bachelorette,13,Brady Ervin,29,"Eden Prairie, Minnesota",Male Model,Week 3
The Bachelorette,13,"Kenneth ""Diggy"" Moreland",31,"Chicago, Illinois",Senior Inventory Analyst,Week 3
The Bachelorette,13,Bryce Powers,30,"Orlando, Florida",Firefighter,Week 3
The Bachelorette,13,"Frederick ""Fred"" Johnson",27,"Dallas, Texas",Executive Assistant,Week 3
The Bachelorette,13,Blake Elarbee,31,"Marina del Rey, California",Aspiring Drummer,Week 2
The Bachelorette,13,"James ""Jamey"" Kocan",32,"Santa Monica, California",Sales Account Executive,Week 2
The Bachelorette,13,Lucas Yancey,30,"Woodside, California",Whaboom,Week 2
The Bachelorette,13,DeMario Jackson,30,"Century City, California",Executive Recruiter,Week 2
The Bachelorette,13,Jedidiah Ballard,35,"Augusta, Georgia",ER Physician,Week 1
The Bachelorette,13,Michael Black,26,"Chicago, Illinois",Former Professional Basketball Player,Week 1
The Bachelorette,13,"Robert ""Rob"" Howard",30,"Calgary, Alberta",Law Student,Week 1
The Bachelorette,13,Grant Hubsher,29,"Palm Harbor, Florida",Emergency Medicine Physician,Week 1
The Bachelorette,13,Blake Killpack,29,"San Francisco, California",U.S. Marine Veteran,Week 1
The Bachelorette,13,Milton LaCroix,31,"North Bay Village, Florida",Hotel Recreation Supervisor,Week 1
The Bachelorette,13,Mohit Sehgal,26,"Pacifica, California",Product Manager,Week 1
The Bachelorette,13,Kyle Sherwood,26,"Stratford, Connecticut",Marketing Consultant,Week 1
The Bachelorette,14,Garrett Yrigoyen,29,"St. Petersburg, Florida",Fitness Coach,Winner
The Bachelorette,14,Blake Horstmann,28,"Bailey, Colorado",Sales Rep,Runner-up
The Bachelorette,14,Jason Tartick,29,"Buffalo, New York",Senior Corporate Banker,Week 9
The Bachelorette,14,Colton Underwood,26,"Washington, Illinois",Former Pro Football Player,Week 8
The Bachelorette,14,"William ""Wills"" Reid",29,"Los Angeles, California",Graphic Designer,Week 7
The Bachelorette,14,"Leandro ""Leo"" Dottavio",31,"Los Angeles, California",Actor,Week 7
The Bachelorette,14,Connor Obrochta,25,"St. Petersburg, Florida",Fitness Coach,Week 6
The Bachelorette,14,Lincoln Adim,26,"Boston, Massachusetts",Account Sales Executive,Week 6
The Bachelorette,14,Chris Randone,30,"Orlando, Florida",Sales Trainer,Week 6
The Bachelorette,14,John Graham,28,"Chicago, Illinois",Software Engineer,Week 5
The Bachelorette,14,Jordan Kimball,26,"Crystal River, Florida",Male Model,Week 5
The Bachelorette,14,David Ravitz,25,"Cherry Hill, New Jersey",Venture Capitalist,Week 5
The Bachelorette,14,Christon Staples,31,"Los Angeles, California",Former Harlem Globetrotter,Week 4
The Bachelorette,14,"Nicholas ""Nick"" Spetsas",27,"Palm Coast, Florida",Attorney,Week 4
The Bachelorette,14,Jean Blanc,31,"Boston, Massachusetts",Colognoisseur,Week 4
The Bachelorette,14,"Michael ""Mike"" Renner",27,"Cincinnati, Ohio",Sports Analyst,Week 3
The Bachelorette,14,Ryan Peterson,26,"Mashpee, Massachusetts",Banjoist,Week 3
The Bachelorette,14,Clay Harbor,30,"Chicago, Illinois",Pro Football Player,Week 3
The Bachelorette,14,Alex Templeman,31,"Atlanta, Georgia",Construction Manager,Week 2
The Bachelorette,14,Rickey Jasper,27,"Ashburn, Virginia",IT Consultant,Week 2
The Bachelorette,14,Trent Jespersen,28,"Carroll, Iowa",Realtor,Week 2
The Bachelorette,14,Chase Vergason,27,"Sanford, Florida",Advertising Vice President,Week 1
The Bachelorette,14,Christian Estrada,28,"San Diego, California",Banker,Week 1
The Bachelorette,14,Darius Feaster,26,"Sherman Oaks, California",Pharmaceutical Sales Rep,Week 1
The Bachelorette,14,Grant Vandevanter,27,"Danville, California",Electrician,Week 1
The Bachelorette,14,Joe Amabile,31,"Chicago, Illinois",Grocery Store Owner,Week 1
The Bachelorette,14,Kamil Nicalek,30,"Monroe, New York",Social Media Participant,Week 1
The Bachelorette,14,Jake Enyeart,29,"Minneapolis, Minnesota",Marketing Consultant,Week 1
The Bachelorette,15,Jed Wyatt ,27,"Nashville, Tennessee",Singer/Songwriter,Winner
The Bachelorette,15,Tyler Cameron,26,"Jupiter, Florida",General Contractor/Model,Runner-up
The Bachelorette,15,Peter Weber,27,"Westlake Village, California",Pilot,Week 9
The Bachelorette,15,Luke Parker,24,"Gainesville, Georgia",Import/Export Manager,Week 9
The Bachelorette,15,Garrett Powell,27,"Homewood, Alabama",Golf Pro,Week 7
The Bachelorette,15,Mike Johnson,31,"San Antonio, Texas",Portfolio Manager,Week 7
The Bachelorette,15,Connor Saeli,24,"Birmingham, Michigan",Investment Analyst,Week 7
The Bachelorette,15,Dustin Kendrick,30,"Chicago, Illinois",Real Estate Broker,Week 6
The Bachelorette,15,Dylan Barbour,24,"San Diego, California",Tech Entrepreneur,Week 6
The Bachelorette,15,Devin Harris,27,"Sherman Oaks, California",Talent Manager,Week 5
The Bachelorette,15,Grant Eckel,30,"San Clemente, California",Unemployed,Week 5
The Bachelorette,15,Kevin Fortenberry,27,"Manteno, Illinois",Behavioral Health Specialist,Week 5
The Bachelorette,15,John Paul Jones,24,"Lanham, Maryland",Financial Analyst,Week 4
The Bachelorette,15,Matteo Valles,25,"Atlanta, Georgia",Management Consultant,Week 4
The Bachelorette,15,Luke Stone,29,"Marion, Massachusetts",Political Consultant,Week 4
The Bachelorette,15,"Cameron ""Cam"" Ayala",30,"Austin, Texas",Software Sales,Week 3
The Bachelorette,15,Joey Jones,33,"Bethesda, Maryland",Finance Manager,Week 3
The Bachelorette,15,Jonathan Saunders,27,"Los Angeles, California",Server,Week 3
The Bachelorette,15,Tyler Gwozdz†,28,"Boca Raton, Florida",Psychology Graduate Student,Week 3
The Bachelorette,15,Connor Jenkins,28,"Newport Beach, California",Sales Manager,Week 2
The Bachelorette,15,Daron Blaylock,25,"Buckhead, Georgia",IT Consultant,Week 2
The Bachelorette,15,Matthew Spraggins,23,"Newport Beach, California",Car Bid Spotter,Week 2
The Bachelorette,15,Brian Bowles,30,"Louisville, Kentucky",Math Teacher,Week 1
The Bachelorette,15,Chasen Coscia,27,"Ann Arbor, Michigan",Pilot,Week 1
The Bachelorette,15,Hunter Jones,24,"Westchester, California",Pro Surfer,Week 1
The Bachelorette,15,Joe Barsano,30,"Chicago, Illinois",The Box King,Week 1
The Bachelorette,15,Matt Donald,26,"Los Gatos, California",Medical Device Salesman,Week 1
The Bachelorette,15,Ryan Spirko,25,"Philadelphia, Pennsylvania",Roller Boy,Week 1
The Bachelorette,15,Thomas Staton,27,"Detroit, Michigan",International Pro Basketball Player,Week 1
The Bachelorette,15,Scott Andersen,28,"Chicago, Illinois",Software Sales Executive,Week 1
